ind,attr,val
3619,10,Acute Care Hospitals
3619,11,Voluntary non-profit - Other
3619,12,Yes
3619,13,Heart Attack
3619,14,AMI-4
3619,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
3619,16,100%
3619,17,3 patients
3619,18,AZ_AMI-4
3625,2,30067
3625,3,LA PAZ REGIONAL HOSPITAL
3625,4,1200 MOHAVE ROAD
3625,5,PARKER
3625,6,AZ
3625,7,85344
3625,8,LA PAZ
3625,9,9286697300
3625,10,Acute Care Hospitals
3625,11,Voluntary non-profit - Other
3625,12,Yes
3625,13,Heart Failure
3625,14,HF-3
3625,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
3625,16,100%
3625,17,10 patients
3625,18,AZ_HF-3
3644,2,30068
3644,3,MT GRAHAM REGIONAL MEDICAL CENTER
3644,4,1600  S 20TH AVENUE
3644,5,SAFFORD
3644,6,AZ
3644,7,85546
3644,8,GRAHAM
3644,9,9283484000
3644,10,Acute Care Hospitals
3644,11,Government - Hospital District or Authority
3644,12,No
3644,13,Heart Attack
3644,14,AMI-4
3644,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
3644,16,100%
3644,17,1 patients
3644,18,AZ_AMI-4
3647,2,30068
3647,3,MT GRAHAM REGIONAL MEDICAL CENTER
3647,4,1600  S 20TH AVENUE
3647,5,SAFFORD
3647,6,AZ
3647,7,85546
3647,8,GRAHAM
3647,9,9283484000
3647,10,Acute Care Hospitals
3647,11,Government - Hospital District or Authority
3647,12,No
3647,13,Heart Attack
3647,14,AMI-8A
3647,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
3647,16,
3647,17,0 patients
3647,18,AZ_AMI-8A
3657,2,30068
3657,3,MT GRAHAM REGIONAL MEDICAL CENTER
3657,4,1600  S 20TH AVENUE
3657,5,SAFFORD
3657,6,AZ
3657,7,85546
3657,8,GRAHAM
3657,9,9283484000
3657,10,Acute Care Hospitals
3657,11,Government - Hospital District or Authority
3657,12,No
3657,13,Pneumonia
3657,14,PN-7
3657,15,Pneumonia Patients Assessed and Given Influenza Vaccination
3657,16,82%
3657,17,39 patients
3657,18,AZ_PN-7
3659,2,30068
3659,3,MT GRAHAM REGIONAL MEDICAL CENTER
3659,4,1600  S 20TH AVENUE
3659,5,SAFFORD
3659,6,AZ
3659,7,85546
3659,8,GRAHAM
3659,9,9283484000
3659,10,Acute Care Hospitals
3659,11,Government - Hospital District or Authority
3659,12,No
3659,13,Surgical Infection Prevention
3659,14,SCIP-INF-1
3659,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
3659,16,92%
3659,17,122 patients
3659,18,AZ_SCIP-INF-1
3660,2,30068
3660,3,MT GRAHAM REGIONAL MEDICAL CENTER
3660,4,1600  S 20TH AVENUE
3660,5,SAFFORD
3660,6,AZ
3660,7,85546
3660,8,GRAHAM
3660,9,9283484000
3660,10,Acute Care Hospitals
3660,11,Government - Hospital District or Authority
3660,12,No
3660,13,Surgical Infection Prevention
3660,14,SCIP-INF-2
3660,15,surgery patients who were given the  right kind  of antibiotic to help prevent infection
3660,16,100%
3660,17,124 patients
3660,18,AZ_SCIP-INF-2
3663,2,30068
3663,3,MT GRAHAM REGIONAL MEDICAL CENTER
3663,4,1600  S 20TH AVENUE
3663,5,SAFFORD
3663,6,AZ
3663,7,85546
3663,8,GRAHAM
3663,9,9283484000
3663,10,Acute Care Hospitals
3663,11,Government - Hospital District or Authority
3663,12,No
3663,13,Surgical Infection Prevention
3663,14,SCIP-INF-6
3663,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
3663,16,97%
3663,17,140 patients
3663,18,AZ_SCIP-INF-6
3667,2,30069
3667,3,HAVASU REGIONAL MEDICAL CENTER
3667,4,101 CIVIC CENTER LANE
3667,5,LAKE HAVASU CITY
3667,6,AZ
3667,7,86403
3667,8,MOHAVE
3667,9,9288558185
3667,10,Acute Care Hospitals
3667,11,Proprietary
3667,12,No
3667,13,Heart Attack
3667,14,AMI-2
3667,15,Heart Attack Patients Given Aspirin at Discharge
3667,16,96%
3667,17,77 patients
3667,18,AZ_AMI-2
3670,2,30069
3670,3,HAVASU REGIONAL MEDICAL CENTER
3670,4,101 CIVIC CENTER LANE
3670,5,LAKE HAVASU CITY
3670,6,AZ
3670,7,86403
3670,8,MOHAVE
3670,9,9288558185
3670,10,Acute Care Hospitals
3670,11,Proprietary
3670,12,No
3670,13,Heart Attack
3670,14,AMI-5
3670,15,Heart Attack Patients Given Beta Blocker at Discharge
3670,16,99%
3670,17,83 patients
3670,18,AZ_AMI-5
3674,2,30069
3674,3,HAVASU REGIONAL MEDICAL CENTER
3674,4,101 CIVIC CENTER LANE
3674,5,LAKE HAVASU CITY
3674,6,AZ
3674,7,86403
3674,8,MOHAVE
3674,9,9288558185
3674,10,Acute Care Hospitals
3674,11,Proprietary
3674,12,No
3674,13,Heart Failure
3674,14,HF-2
3674,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
3674,16,94%
3674,17,137 patients
3674,18,AZ_HF-2
3683,2,30069
3683,3,HAVASU REGIONAL MEDICAL CENTER
3683,4,101 CIVIC CENTER LANE
3683,5,LAKE HAVASU CITY
3683,6,AZ
3683,7,86403
3683,8,MOHAVE
3683,9,9288558185
3683,10,Acute Care Hospitals
3683,11,Proprietary
3683,12,No
3683,13,Surgical Infection Prevention
3683,14,SCIP-CARD-2
3683,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
3683,16,85%
3683,17,54 patients
3683,18,AZ_SCIP-CARD-2
3689,2,30069
3689,3,HAVASU REGIONAL MEDICAL CENTER
3689,4,101 CIVIC CENTER LANE
3689,5,LAKE HAVASU CITY
3689,6,AZ
3689,7,86403
3689,8,MOHAVE
3689,9,9288558185
3689,10,Acute Care Hospitals
3689,11,Proprietary
3689,12,No
3689,13,Surgical Infection Prevention
3689,14,SCIP-VTE-1
3689,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
3689,16,98%
3689,17,232 patients
3689,18,AZ_SCIP-VTE-1
3707,2,30071
3707,3,FORT DEFIANCE INDIAN HOSPITAL
3707,4,PO BOX 649
3707,5,FORT DEFIANCE
3707,6,AZ
3707,7,86504
3707,8,APACHE
3707,9,9287298000
3707,10,Acute Care Hospitals
3707,11,Government - Federal
3707,12,Yes
3707,13,Pneumonia
3707,14,PN-7
3707,15,Pneumonia Patients Assessed and Given Influenza Vaccination
3707,16,81%
3707,17,37 patients
3707,18,AZ_PN-7
3711,2,30071
3711,3,FORT DEFIANCE INDIAN HOSPITAL
3711,4,PO BOX 649
3711,5,FORT DEFIANCE
3711,6,AZ
3711,7,86504
3711,8,APACHE
3711,9,9287298000
3711,10,Acute Care Hospitals
3711,11,Government - Federal
3711,12,Yes
3711,13,Surgical Infection Prevention
3711,14,SCIP-INF-3
3711,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
3711,16,100%
3711,17,21 patients
3711,18,AZ_SCIP-INF-3
3712,2,30071
3712,3,FORT DEFIANCE INDIAN HOSPITAL
3712,4,PO BOX 649
3712,5,FORT DEFIANCE
3712,6,AZ
3712,7,86504
3712,8,APACHE
3712,9,9287298000
3712,10,Acute Care Hospitals
3712,11,Government - Federal
3712,12,Yes
3712,13,Surgical Infection Prevention
3712,14,SCIP-INF-4
3712,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
3712,16,
3712,17,0 patients
3712,18,AZ_SCIP-INF-4
3724,2,30073
3724,3,TUBA CITY REGIONAL HEALTH CARE CORPORATION
3724,4,PO BOX 600
3724,5,TUBA CITY
3724,6,AZ
3724,7,86045
3724,8,COCONINO
3724,9,9282832501
3724,10,Acute Care Hospitals
3724,11,Voluntary non-profit - Other
3724,12,Yes
3724,13,Heart Failure
3724,14,HF-2
3724,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
3724,16,97%
3724,17,29 patients
3724,18,AZ_HF-2
7109,2,50039
7109,3,ENLOE MEDICAL CENTER
7109,4,1531 ESPLANADE
7109,5,CHICO
7109,6,CA
7109,7,95926
7109,8,BUTTE
7109,9,5303327300
7109,10,Acute Care Hospitals
7109,11,Voluntary non-profit - Private
7109,12,Yes
7109,13,Heart Attack
7109,14,AMI-2
7109,15,Heart Attack Patients Given Aspirin at Discharge
7109,16,99%
7109,17,209 patients
7109,18,CA_AMI-2
3726,2,30073
3726,3,TUBA CITY REGIONAL HEALTH CARE CORPORATION
3726,4,PO BOX 600
3726,5,TUBA CITY
3726,6,AZ
3726,7,86045
3726,8,COCONINO
3726,9,9282832501
3726,10,Acute Care Hospitals
3726,11,Voluntary non-profit - Other
3726,12,Yes
3726,13,Heart Failure
3726,14,HF-4
3726,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
3726,16,
3726,17,0 patients
3726,18,AZ_HF-4
3734,2,30073
3734,3,TUBA CITY REGIONAL HEALTH CARE CORPORATION
3734,4,PO BOX 600
3734,5,TUBA CITY
3734,6,AZ
3734,7,86045
3734,8,COCONINO
3734,9,9282832501
3734,10,Acute Care Hospitals
3734,11,Voluntary non-profit - Other
3734,12,Yes
3734,13,Surgical Infection Prevention
3734,14,SCIP-INF-1
3734,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
3734,16,52%
3734,17,84 patients
3734,18,AZ_SCIP-INF-1
3747,2,30074
3747,3,SELLS INDIAN HEALTH SERVICE HOSPITAL
3747,4,PO BOX 548
3747,5,SELLS
3747,6,AZ
3747,7,85634
3747,8,PIMA
3747,9,5203837200
3747,10,Acute Care Hospitals
3747,11,Government - Federal
3747,12,Yes
3747,13,Heart Attack
3747,14,AMI-8A
3747,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
3747,16,
3747,17,
3747,18,AZ_AMI-8A
3770,2,30077
3770,3,PHS INDIAN HOSPITAL-SAN CARLOS
3770,4,PO BOX 208
3770,5,SAN CARLOS
3770,6,AZ
3770,7,85550
3770,8,GILA
3770,9,9284752371
3770,10,Acute Care Hospitals
3770,11,Government - Federal
3770,12,Yes
3770,13,Heart Attack
3770,14,AMI-5
3770,15,Heart Attack Patients Given Beta Blocker at Discharge
3770,16,
3770,17,
3770,18,AZ_AMI-5
3772,2,30077
3772,3,PHS INDIAN HOSPITAL-SAN CARLOS
3772,4,PO BOX 208
3772,5,SAN CARLOS
3772,6,AZ
3772,7,85550
3772,8,GILA
3772,9,9284752371
3772,10,Acute Care Hospitals
3772,11,Government - Federal
3772,12,Yes
3772,13,Heart Attack
3772,14,AMI-8A
3772,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
3772,16,
3772,17,
3772,18,AZ_AMI-8A
3775,2,30077
3775,3,PHS INDIAN HOSPITAL-SAN CARLOS
3775,4,PO BOX 208
3775,5,SAN CARLOS
3775,6,AZ
3775,7,85550
3775,8,GILA
3775,9,9284752371
3775,10,Acute Care Hospitals
3775,11,Government - Federal
3775,12,Yes
3775,13,Heart Failure
3775,14,HF-3
3775,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
3775,16,
3775,17,0 patients
3775,18,AZ_HF-3
3776,2,30077
3776,3,PHS INDIAN HOSPITAL-SAN CARLOS
3776,4,PO BOX 208
3776,5,SAN CARLOS
3776,6,AZ
3776,7,85550
3776,8,GILA
3776,9,9284752371
3776,10,Acute Care Hospitals
3776,11,Government - Federal
3776,12,Yes
3776,13,Heart Failure
3776,14,HF-4
3776,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
3776,16,
3776,17,0 patients
3776,18,AZ_HF-4
3780,2,30077
3780,3,PHS INDIAN HOSPITAL-SAN CARLOS
3780,4,PO BOX 208
3780,5,SAN CARLOS
3780,6,AZ
3780,7,85550
3780,8,GILA
3780,9,9284752371
3780,10,Acute Care Hospitals
3780,11,Government - Federal
3780,12,Yes
3780,13,Pneumonia
3780,14,PN-5C
3780,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
3780,16,
3780,17,
3780,18,AZ_PN-5C
3784,2,30077
3784,3,PHS INDIAN HOSPITAL-SAN CARLOS
3784,4,PO BOX 208
3784,5,SAN CARLOS
3784,6,AZ
3784,7,85550
3784,8,GILA
3784,9,9284752371
3784,10,Acute Care Hospitals
3784,11,Government - Federal
3784,12,Yes
3784,13,Surgical Infection Prevention
3784,14,SCIP-INF-1
3784,15,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
3784,16,
3784,17,
3784,18,AZ_SCIP-INF-1
3794,2,30078
3794,3,PHOENIX INDIAN MEDICAL CENTER
3794,4,4212 N 16TH ST
3794,5,PHOENIX
3794,6,AZ
3794,7,85016
3794,8,MARICOPA
3794,9,6022631200
3794,10,Acute Care Hospitals
3794,11,Government - Federal
3794,12,Yes
3794,13,Heart Attack
3794,14,AMI-4
3794,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
3794,16,
3794,17,
3794,18,AZ_AMI-4
3804,2,30078
3804,3,PHOENIX INDIAN MEDICAL CENTER
3804,4,4212 N 16TH ST
3804,5,PHOENIX
3804,6,AZ
3804,7,85016
3804,8,MARICOPA
3804,9,6022631200
3804,10,Acute Care Hospitals
3804,11,Government - Federal
3804,12,Yes
3804,13,Pneumonia
3804,14,PN-4
3804,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
3804,16,77%
3804,17,13 patients
3804,18,AZ_PN-4
3811,2,30078
3811,3,PHOENIX INDIAN MEDICAL CENTER
3811,4,4212 N 16TH ST
3811,5,PHOENIX
3811,6,AZ
3811,7,85016
3811,8,MARICOPA
3811,9,6022631200
3811,10,Acute Care Hospitals
3811,11,Government - Federal
3811,12,Yes
3811,13,Surgical Infection Prevention
3811,14,SCIP-INF-3
3811,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
3811,16,95%
3811,17,22 patients
3811,18,AZ_SCIP-INF-3
3824,2,30083
3824,3,PARADISE VALLEY HOSPITAL
3824,4,3929 EAST BELL ROAD
3824,5,PHOENIX
3824,6,AZ
3824,7,85032
3824,8,MARICOPA
3824,9,6029235000
3824,10,Acute Care Hospitals
3824,11,Proprietary
3824,12,Yes
3824,13,Heart Failure
3824,14,HF-2
3824,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
3824,16,94%
3824,17,100 patients
3824,18,AZ_HF-2
3839,2,30083
3839,3,PARADISE VALLEY HOSPITAL
3839,4,3929 EAST BELL ROAD
3839,5,PHOENIX
3839,6,AZ
3839,7,85032
3839,8,MARICOPA
3839,9,6029235000
3839,10,Acute Care Hospitals
3839,11,Proprietary
3839,12,Yes
3839,13,Surgical Infection Prevention
3839,14,SCIP-VTE-1
3839,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
3839,16,93%
3839,17,189 patients
3839,18,AZ_SCIP-VTE-1
3850,2,30084
3850,3,CHINLE COMPREHENSIVE CARE FACILITY
3850,4,PO BOX PH
3850,5,CHINLE
3850,6,AZ
3850,7,86503
3850,8,APACHE
3850,9,9286747040
3850,10,Acute Care Hospitals
3850,11,Government - Federal
3850,12,Yes
3850,13,Heart Failure
3850,14,HF-3
3850,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
3850,16,50%
3850,17,8 patients
3850,18,AZ_HF-3
3854,2,30084
3854,3,CHINLE COMPREHENSIVE CARE FACILITY
3854,4,PO BOX PH
3854,5,CHINLE
3854,6,AZ
3854,7,86503
3854,8,APACHE
3854,9,9286747040
3854,10,Acute Care Hospitals
3854,11,Government - Federal
3854,12,Yes
3854,13,Pneumonia
3854,14,PN-4
3854,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
3854,16,0%
3854,17,1 patients
3854,18,AZ_PN-4
3856,2,30084
3856,3,CHINLE COMPREHENSIVE CARE FACILITY
3856,4,PO BOX PH
3856,5,CHINLE
3856,6,AZ
3856,7,86503
3856,8,APACHE
3856,9,9286747040
3856,10,Acute Care Hospitals
3856,11,Government - Federal
3856,12,Yes
3856,13,Pneumonia
3856,14,PN-6
3856,15,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
3856,16,77%
3856,17,44 patients
3856,18,AZ_PN-6
3878,2,30085
3878,3,NORTHWEST MEDICAL CENTER
3878,4,6200 NORTH LA CHOLLA BOULEVARD
3878,5,TUCSON
3878,6,AZ
3878,7,85741
3878,8,PIMA
3878,9,5207429000
3878,10,Acute Care Hospitals
3878,11,Proprietary
3878,12,Yes
3878,13,Pneumonia
3878,14,PN-3B
3878,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
3878,16,93%
3878,17,284 patients
3878,18,AZ_PN-3B
3888,2,30085
3888,3,NORTHWEST MEDICAL CENTER
3888,4,6200 NORTH LA CHOLLA BOULEVARD
3888,5,TUCSON
3888,6,AZ
3888,7,85741
3888,8,PIMA
3888,9,5207429000
3888,10,Acute Care Hospitals
3888,11,Proprietary
3888,12,Yes
3888,13,Surgical Infection Prevention
3888,14,SCIP-INF-6
3888,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
3888,16,100%
3888,17,2400 patients
3888,18,AZ_SCIP-INF-6
3901,2,30087
3901,3,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER
3901,4,9003 EAST SHEA BOULEVARD
3901,5,SCOTTSDALE
3901,6,AZ
3901,7,85260
3901,8,MARICOPA
3901,9,4803233000
3901,10,Acute Care Hospitals
3901,11,Proprietary
3901,12,Yes
3901,13,Heart Failure
3901,14,HF-4
3901,15,Heart Failure Patients Given Smoking Cessation Advice/Counseling
3901,16,100%
3901,17,25 patients
3901,18,AZ_HF-4
3913,2,30087
3913,3,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER
3913,4,9003 EAST SHEA BOULEVARD
3913,5,SCOTTSDALE
3913,6,AZ
3913,7,85260
3913,8,MARICOPA
3913,9,4803233000
3913,10,Acute Care Hospitals
3913,11,Proprietary
3913,12,Yes
3913,13,Surgical Infection Prevention
3913,14,SCIP-INF-6
3913,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)
3913,16,100%
3913,17,731 patients
3913,18,AZ_SCIP-INF-6
3917,2,30088
3917,3,BANNER BAYWOOD MEDICAL CENTER
3917,4,6644 EAST BAYWOOD AVENUE
3917,5,MESA
3917,6,AZ
3917,7,85206
3917,8,MARICOPA
3917,9,4803212000
3917,10,Acute Care Hospitals
3917,11,Government - Hospital District or Authority
3917,12,Yes
3917,13,Heart Attack
3917,14,AMI-2
3917,15,Heart Attack Patients Given Aspirin at Discharge
3917,16,96%
3917,17,28 patients
3917,18,AZ_AMI-2
3919,2,30088
3919,3,BANNER BAYWOOD MEDICAL CENTER
3919,4,6644 EAST BAYWOOD AVENUE
3919,5,MESA
3919,6,AZ
3919,7,85206
3919,8,MARICOPA
3919,9,4803212000
3919,10,Acute Care Hospitals
3919,11,Government - Hospital District or Authority
3919,12,Yes
3919,13,Heart Attack
3919,14,AMI-4
3919,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
3919,16,100%
3919,17,3 patients
3919,18,AZ_AMI-4
3923,2,30088
3923,3,BANNER BAYWOOD MEDICAL CENTER
3923,4,6644 EAST BAYWOOD AVENUE
3923,5,MESA
3923,6,AZ
3923,7,85206
3923,8,MARICOPA
3923,9,4803212000
3923,10,Acute Care Hospitals
3923,11,Government - Hospital District or Authority
3923,12,Yes
3923,13,Heart Failure
3923,14,HF-1
3923,15,Heart Failure Patients Given Discharge Instructions
3923,16,90%
3923,17,210 patients
3923,18,AZ_HF-1
3929,2,30088
3929,3,BANNER BAYWOOD MEDICAL CENTER
3929,4,6644 EAST BAYWOOD AVENUE
3929,5,MESA
3929,6,AZ
3929,7,85206
3929,8,MARICOPA
3929,9,4803212000
3929,10,Acute Care Hospitals
3929,11,Government - Hospital District or Authority
3929,12,Yes
3929,13,Pneumonia
3929,14,PN-4
3929,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling
3929,16,97%
3929,17,38 patients
3929,18,AZ_PN-4
3933,2,30088
3933,3,BANNER BAYWOOD MEDICAL CENTER
3933,4,6644 EAST BAYWOOD AVENUE
3933,5,MESA
3933,6,AZ
3933,7,85206
3933,8,MARICOPA
3933,9,4803212000
3933,10,Acute Care Hospitals
3933,11,Government - Hospital District or Authority
3933,12,Yes
3933,13,Surgical Infection Prevention
3933,14,SCIP-CARD-2
3933,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
3933,16,90%
3933,17,136 patients
3933,18,AZ_SCIP-CARD-2
3936,2,30088
3936,3,BANNER BAYWOOD MEDICAL CENTER
3936,4,6644 EAST BAYWOOD AVENUE
3936,5,MESA
3936,6,AZ
3936,7,85206
3936,8,MARICOPA
3936,9,4803212000
3936,10,Acute Care Hospitals
3936,11,Government - Hospital District or Authority
3936,12,Yes
3936,13,Surgical Infection Prevention
3936,14,SCIP-INF-3
3936,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
3936,16,92%
3936,17,645 patients
3936,18,AZ_SCIP-INF-3
3943,2,30089
3943,3,BANNER THUNDERBIRD MEDICAL CENTER
3943,4,5555 WEST THUNDERBIRD ROAD
3943,5,GLENDALE
3943,6,AZ
3943,7,85306
3943,8,MARICOPA
3943,9,6028655555
3943,10,Acute Care Hospitals
3943,11,Government - Hospital District or Authority
3943,12,Yes
3943,13,Heart Attack
3943,14,AMI-3
3943,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
3943,16,97%
3943,17,36 patients
3943,18,AZ_AMI-3
3944,2,30089
3944,3,BANNER THUNDERBIRD MEDICAL CENTER
3944,4,5555 WEST THUNDERBIRD ROAD
3944,5,GLENDALE
3944,6,AZ
3944,7,85306
3944,8,MARICOPA
3944,9,6028655555
3944,10,Acute Care Hospitals
3944,11,Government - Hospital District or Authority
3944,12,Yes
3944,13,Heart Attack
3944,14,AMI-4
3944,15,Heart Attack Patients Given Smoking Cessation Advice/Counseling
3944,16,100%
3944,17,93 patients
3944,18,AZ_AMI-4
3950,2,30089
3950,3,BANNER THUNDERBIRD MEDICAL CENTER
3950,4,5555 WEST THUNDERBIRD ROAD
3950,5,GLENDALE
3950,6,AZ
3950,7,85306
3950,8,MARICOPA
3950,9,6028655555
3950,10,Acute Care Hospitals
3950,11,Government - Hospital District or Authority
3950,12,Yes
3950,13,Heart Failure
3950,14,HF-3
3950,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
3950,16,99%
3950,17,86 patients
3950,18,AZ_HF-3
3983,2,30092
3983,3,JOHN C LINCOLN DEER VALLEY HOSPITAL
3983,4,19829 NORTH 27TH AVENUE
3983,5,PHOENIX
3983,6,AZ
3983,7,85027
3983,8,MARICOPA
3983,9,6238795574
3983,10,Acute Care Hospitals
3983,11,Voluntary non-profit - Private
3983,12,Yes
3983,13,Surgical Infection Prevention
3983,14,SCIP-CARD-2
3983,15,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
3983,16,81%
3983,17,75 patients
3983,18,AZ_SCIP-CARD-2
3989,2,30092
3989,3,JOHN C LINCOLN DEER VALLEY HOSPITAL
3989,4,19829 NORTH 27TH AVENUE
3989,5,PHOENIX
3989,6,AZ
3989,7,85027
3989,8,MARICOPA
3989,9,6238795574
3989,10,Acute Care Hospitals
3989,11,Voluntary non-profit - Private
3989,12,Yes
3989,13,Surgical Infection Prevention
3989,14,SCIP-VTE-1
3989,15,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
3989,16,86%
3989,17,201 patients
3989,18,AZ_SCIP-VTE-1
3998,2,30093
3998,3,BANNER DEL E WEBB MEDICAL CENTER
3998,4,14502 WEST MEEKER BOULEVARD
3998,5,SUN CITY WEST
3998,6,AZ
3998,7,85375
3998,8,MARICOPA
3998,9,6232144000
3998,10,Acute Care Hospitals
3998,11,Voluntary non-profit - Private
3998,12,Yes
3998,13,Heart Failure
3998,14,HF-1
3998,15,Heart Failure Patients Given Discharge Instructions
3998,16,77%
3998,17,242 patients
3998,18,AZ_HF-1
4008,2,30093
4008,3,BANNER DEL E WEBB MEDICAL CENTER
4008,4,14502 WEST MEEKER BOULEVARD
4008,5,SUN CITY WEST
4008,6,AZ
